date,year,month,weekday,is_weekend,season,demand_gwh_daily,demand_low_gwh_daily(5%),demand_high_gwh_daily(7%),demand_gwh,demand_low_gwh(5%),demand_high_gwh(7%),gdp_current_usd_billion,population_total,temp_c_synthetic,rainfall_mm_synthetic,humidity_pct_synthetic,lat,lon,country,aggregation,day_type,day_of_year,week_of_year,quarter
2023-02-16,2023,2,Thursday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.98,2.39,61.1,-0.023559,37.906193,Kenya,national,Weekday,47,7,1
2023-02-17,2023,2,Friday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,26.54,2.06,56.3,-0.023559,37.906193,Kenya,national,Weekday,48,7,1
2023-02-18,2023,2,Saturday,True,short_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.22,0.26,51.7,-0.023559,37.906193,Kenya,national,Weekend,49,7,1
2023-02-19,2023,2,Sunday,True,short_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.78,3.49,60.1,-0.023559,37.906193,Kenya,national,Weekend,50,7,1
2023-02-20,2023,2,Monday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.16,2.46,59.5,-0.023559,37.906193,Kenya,national,Weekday,51,8,1
2023-02-21,2023,2,Tuesday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.44,2.3,54.8,-0.023559,37.906193,Kenya,national,Weekday,52,8,1
2023-02-22,2023,2,Wednesday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.9,3.15,56.9,-0.023559,37.906193,Kenya,national,Weekday,53,8,1
2023-02-23,2023,2,Thursday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.22,3.24,52.2,-0.023559,37.906193,Kenya,national,Weekday,54,8,1
2023-02-24,2023,2,Friday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.03,0.0,61.2,-0.023559,37.906193,Kenya,national,Weekday,55,8,1
2023-02-25,2023,2,Saturday,True,short_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.92,2.79,49.2,-0.023559,37.906193,Kenya,national,Weekend,56,8,1
2023-02-26,2023,2,Sunday,True,short_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.17,1.19,73.6,-0.023559,37.906193,Kenya,national,Weekend,57,8,1
2023-02-27,2023,2,Monday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.33,2.3,60.2,-0.023559,37.906193,Kenya,national,Weekday,58,9,1
2023-02-28,2023,2,Tuesday,False,short_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.59,0.99,67.6,-0.023559,37.906193,Kenya,national,Weekday,59,9,1
2023-03-01,2023,3,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.47,2.11,65.4,-0.023559,37.906193,Kenya,national,Weekday,60,9,1
2023-03-02,2023,3,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.24,8.5,77.8,-0.023559,37.906193,Kenya,national,Weekday,61,9,1
2023-03-03,2023,3,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.84,5.13,73.9,-0.023559,37.906193,Kenya,national,Weekday,62,9,1
2023-03-04,2023,3,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.68,4.17,82.9,-0.023559,37.906193,Kenya,national,Weekend,63,9,1
2023-03-05,2023,3,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.5,4.16,82.0,-0.023559,37.906193,Kenya,national,Weekend,64,9,1
2023-03-06,2023,3,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,27.33,5.45,61.9,-0.023559,37.906193,Kenya,national,Weekday,65,10,1
2023-03-07,2023,3,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.04,5.12,84.2,-0.023559,37.906193,Kenya,national,Weekday,66,10,1
2023-03-08,2023,3,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,26.64,0.0,63.0,-0.023559,37.906193,Kenya,national,Weekday,67,10,1
2023-03-09,2023,3,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.62,2.12,85.7,-0.023559,37.906193,Kenya,national,Weekday,68,10,1
2023-03-10,2023,3,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.01,4.36,74.6,-0.023559,37.906193,Kenya,national,Weekday,69,10,1
2023-03-11,2023,3,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.64,7.81,65.4,-0.023559,37.906193,Kenya,national,Weekend,70,10,1
2023-03-12,2023,3,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.11,9.97,80.7,-0.023559,37.906193,Kenya,national,Weekend,71,10,1
2023-03-13,2023,3,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.6,1.92,75.3,-0.023559,37.906193,Kenya,national,Weekday,72,11,1
2023-03-14,2023,3,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.99,12.0,67.1,-0.023559,37.906193,Kenya,national,Weekday,73,11,1
2023-03-15,2023,3,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.5,5.54,69.1,-0.023559,37.906193,Kenya,national,Weekday,74,11,1
2023-03-16,2023,3,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.45,6.94,78.8,-0.023559,37.906193,Kenya,national,Weekday,75,11,1
2023-03-17,2023,3,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.97,3.35,64.0,-0.023559,37.906193,Kenya,national,Weekday,76,11,1
2023-03-18,2023,3,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.3,3.11,68.1,-0.023559,37.906193,Kenya,national,Weekend,77,11,1
2023-03-19,2023,3,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.87,10.28,89.9,-0.023559,37.906193,Kenya,national,Weekend,78,11,1
2023-03-20,2023,3,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.57,4.48,68.8,-0.023559,37.906193,Kenya,national,Weekday,79,12,1
2023-03-21,2023,3,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.13,4.89,78.0,-0.023559,37.906193,Kenya,national,Weekday,80,12,1
2023-03-22,2023,3,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.29,9.32,78.6,-0.023559,37.906193,Kenya,national,Weekday,81,12,1
2023-03-23,2023,3,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.1,11.3,82.7,-0.023559,37.906193,Kenya,national,Weekday,82,12,1
2023-03-24,2023,3,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.7,0.01,82.1,-0.023559,37.906193,Kenya,national,Weekday,83,12,1
2023-03-25,2023,3,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.09,4.61,54.7,-0.023559,37.906193,Kenya,national,Weekend,84,12,1
2023-03-26,2023,3,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.52,5.24,71.1,-0.023559,37.906193,Kenya,national,Weekend,85,12,1
2023-03-27,2023,3,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.9,11.64,84.5,-0.023559,37.906193,Kenya,national,Weekday,86,13,1
2023-03-28,2023,3,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.27,13.93,68.7,-0.023559,37.906193,Kenya,national,Weekday,87,13,1
2023-03-29,2023,3,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.38,5.11,89.6,-0.023559,37.906193,Kenya,national,Weekday,88,13,1
2023-03-30,2023,3,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.16,6.61,77.0,-0.023559,37.906193,Kenya,national,Weekday,89,13,1
2023-03-31,2023,3,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,26.38,8.34,65.2,-0.023559,37.906193,Kenya,national,Weekday,90,13,1
2023-04-01,2023,4,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.53,9.35,79.6,-0.023559,37.906193,Kenya,national,Weekend,91,13,2
2023-04-02,2023,4,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.62,4.19,90.6,-0.023559,37.906193,Kenya,national,Weekend,92,13,2
2023-04-03,2023,4,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.14,8.32,69.6,-0.023559,37.906193,Kenya,national,Weekday,93,14,2
2023-04-04,2023,4,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.22,2.87,79.5,-0.023559,37.906193,Kenya,national,Weekday,94,14,2
2023-04-05,2023,4,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.96,0.0,67.9,-0.023559,37.906193,Kenya,national,Weekday,95,14,2
2023-04-06,2023,4,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.88,0.49,70.3,-0.023559,37.906193,Kenya,national,Weekday,96,14,2
2023-04-07,2023,4,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,27.78,6.09,75.9,-0.023559,37.906193,Kenya,national,Weekday,97,14,2
2023-04-08,2023,4,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.44,8.09,79.2,-0.023559,37.906193,Kenya,national,Weekend,98,14,2
2023-04-09,2023,4,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.28,0.0,77.9,-0.023559,37.906193,Kenya,national,Weekend,99,14,2
2023-04-10,2023,4,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.61,0.0,76.7,-0.023559,37.906193,Kenya,national,Weekday,100,15,2
2023-04-11,2023,4,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,17.97,5.25,94.4,-0.023559,37.906193,Kenya,national,Weekday,101,15,2
2023-04-12,2023,4,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.43,0.0,66.3,-0.023559,37.906193,Kenya,national,Weekday,102,15,2
2023-04-13,2023,4,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,26.26,7.33,60.1,-0.023559,37.906193,Kenya,national,Weekday,103,15,2
2023-04-14,2023,4,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.54,9.01,79.5,-0.023559,37.906193,Kenya,national,Weekday,104,15,2
2023-04-15,2023,4,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.37,0.0,76.5,-0.023559,37.906193,Kenya,national,Weekend,105,15,2
2023-04-16,2023,4,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.45,8.09,63.5,-0.023559,37.906193,Kenya,national,Weekend,106,15,2
2023-04-17,2023,4,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.9,4.73,88.9,-0.023559,37.906193,Kenya,national,Weekday,107,16,2
2023-04-18,2023,4,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.87,10.39,69.4,-0.023559,37.906193,Kenya,national,Weekday,108,16,2
2023-04-19,2023,4,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.71,6.41,63.7,-0.023559,37.906193,Kenya,national,Weekday,109,16,2
2023-04-20,2023,4,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.46,4.59,78.4,-0.023559,37.906193,Kenya,national,Weekday,110,16,2
2023-04-21,2023,4,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.87,5.85,80.2,-0.023559,37.906193,Kenya,national,Weekday,111,16,2
2023-04-22,2023,4,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.58,8.73,94.0,-0.023559,37.906193,Kenya,national,Weekend,112,16,2
2023-04-23,2023,4,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.92,6.11,62.7,-0.023559,37.906193,Kenya,national,Weekend,113,16,2
2023-04-24,2023,4,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.19,5.59,64.8,-0.023559,37.906193,Kenya,national,Weekday,114,17,2
2023-04-25,2023,4,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.11,0.39,72.8,-0.023559,37.906193,Kenya,national,Weekday,115,17,2
2023-04-26,2023,4,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.52,7.15,71.5,-0.023559,37.906193,Kenya,national,Weekday,116,17,2
2023-04-27,2023,4,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.99,5.57,74.4,-0.023559,37.906193,Kenya,national,Weekday,117,17,2
2023-04-28,2023,4,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.16,11.92,69.3,-0.023559,37.906193,Kenya,national,Weekday,118,17,2
2023-04-29,2023,4,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,18.84,5.43,62.5,-0.023559,37.906193,Kenya,national,Weekend,119,17,2
2023-04-30,2023,4,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.79,5.17,71.4,-0.023559,37.906193,Kenya,national,Weekend,120,17,2
2023-05-01,2023,5,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.06,3.29,80.8,-0.023559,37.906193,Kenya,national,Weekday,121,18,2
2023-05-02,2023,5,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.64,8.02,81.4,-0.023559,37.906193,Kenya,national,Weekday,122,18,2
2023-05-03,2023,5,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.66,4.77,69.7,-0.023559,37.906193,Kenya,national,Weekday,123,18,2
2023-05-04,2023,5,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.1,3.02,79.4,-0.023559,37.906193,Kenya,national,Weekday,124,18,2
2023-05-05,2023,5,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.52,11.12,78.4,-0.023559,37.906193,Kenya,national,Weekday,125,18,2
2023-05-06,2023,5,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.71,11.75,71.1,-0.023559,37.906193,Kenya,national,Weekend,126,18,2
2023-05-07,2023,5,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.81,3.91,72.2,-0.023559,37.906193,Kenya,national,Weekend,127,18,2
2023-05-08,2023,5,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.35,1.91,75.4,-0.023559,37.906193,Kenya,national,Weekday,128,19,2
2023-05-09,2023,5,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.38,9.47,97.6,-0.023559,37.906193,Kenya,national,Weekday,129,19,2
2023-05-10,2023,5,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.43,2.58,76.4,-0.023559,37.906193,Kenya,national,Weekday,130,19,2
2023-05-11,2023,5,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.21,15.42,67.9,-0.023559,37.906193,Kenya,national,Weekday,131,19,2
2023-05-12,2023,5,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.5,5.04,73.8,-0.023559,37.906193,Kenya,national,Weekday,132,19,2
2023-05-13,2023,5,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.32,8.9,70.6,-0.023559,37.906193,Kenya,national,Weekend,133,19,2
2023-05-14,2023,5,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.47,0.96,84.3,-0.023559,37.906193,Kenya,national,Weekend,134,19,2
2023-05-15,2023,5,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.35,5.4,57.6,-0.023559,37.906193,Kenya,national,Weekday,135,20,2
2023-05-16,2023,5,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.49,9.36,66.2,-0.023559,37.906193,Kenya,national,Weekday,136,20,2
2023-05-17,2023,5,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.94,7.07,81.8,-0.023559,37.906193,Kenya,national,Weekday,137,20,2
2023-05-18,2023,5,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.97,3.64,78.4,-0.023559,37.906193,Kenya,national,Weekday,138,20,2
2023-05-19,2023,5,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.35,14.15,75.3,-0.023559,37.906193,Kenya,national,Weekday,139,20,2
2023-05-20,2023,5,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.71,8.12,80.9,-0.023559,37.906193,Kenya,national,Weekend,140,20,2
2023-05-21,2023,5,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.59,4.73,64.3,-0.023559,37.906193,Kenya,national,Weekend,141,20,2
2023-05-22,2023,5,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.51,3.41,78.0,-0.023559,37.906193,Kenya,national,Weekday,142,21,2
2023-05-23,2023,5,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.48,4.58,65.9,-0.023559,37.906193,Kenya,national,Weekday,143,21,2
2023-05-24,2023,5,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.57,10.28,64.7,-0.023559,37.906193,Kenya,national,Weekday,144,21,2
2023-05-25,2023,5,Thursday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.35,2.82,79.1,-0.023559,37.906193,Kenya,national,Weekday,145,21,2
2023-05-26,2023,5,Friday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,25.08,5.65,68.6,-0.023559,37.906193,Kenya,national,Weekday,146,21,2
2023-05-27,2023,5,Saturday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.43,2.65,72.2,-0.023559,37.906193,Kenya,national,Weekend,147,21,2
2023-05-28,2023,5,Sunday,True,long_rains,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.77,9.95,80.1,-0.023559,37.906193,Kenya,national,Weekend,148,21,2
2023-05-29,2023,5,Monday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.95,4.96,66.6,-0.023559,37.906193,Kenya,national,Weekday,149,22,2
2023-05-30,2023,5,Tuesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,22.93,8.57,80.0,-0.023559,37.906193,Kenya,national,Weekday,150,22,2
2023-05-31,2023,5,Wednesday,False,long_rains,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.59,7.53,93.2,-0.023559,37.906193,Kenya,national,Weekday,151,22,2
2023-06-01,2023,6,Thursday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.49,1.48,63.7,-0.023559,37.906193,Kenya,national,Weekday,152,22,2
2023-06-02,2023,6,Friday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.85,3.03,71.9,-0.023559,37.906193,Kenya,national,Weekday,153,22,2
2023-06-03,2023,6,Saturday,True,cool_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.44,3.32,70.5,-0.023559,37.906193,Kenya,national,Weekend,154,22,2
2023-06-04,2023,6,Sunday,True,cool_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.67,0.8,56.1,-0.023559,37.906193,Kenya,national,Weekend,155,22,2
2023-06-05,2023,6,Monday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,19.24,3.03,55.4,-0.023559,37.906193,Kenya,national,Weekday,156,23,2
2023-06-06,2023,6,Tuesday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.2,6.48,65.1,-0.023559,37.906193,Kenya,national,Weekday,157,23,2
2023-06-07,2023,6,Wednesday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.55,1.83,50.0,-0.023559,37.906193,Kenya,national,Weekday,158,23,2
2023-06-08,2023,6,Thursday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,24.14,2.96,65.4,-0.023559,37.906193,Kenya,national,Weekday,159,23,2
2023-06-09,2023,6,Friday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,23.67,0.58,66.9,-0.023559,37.906193,Kenya,national,Weekday,160,23,2
2023-06-10,2023,6,Saturday,True,cool_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,18.89,2.74,68.4,-0.023559,37.906193,Kenya,national,Weekend,161,23,2
2023-06-11,2023,6,Sunday,True,cool_dry,27.794,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.44,1.48,68.3,-0.023559,37.906193,Kenya,national,Weekend,162,23,2
2023-06-12,2023,6,Monday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,21.07,3.11,74.5,-0.023559,37.906193,Kenya,national,Weekday,163,24,2
2023-06-13,2023,6,Tuesday,False,cool_dry,28.653000000000002,26.208603450445402,35.54648753964512,10458.4,9676.229273860105,13071.179857116425,107.44,55326416,20.13,2.13,62.8,-0.023559,37.906193,Kenya,national,Weekday,164,24,2
